tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product
mention enjoy sxsw ride anywhere austin download groundlink app link booth,,1
mention enjoy sxsw ride anywhere austin dwnld groundlink applink booth,,1
even begin apple winning sxsw link via mention mention,,1
even begin apple win sxsw link tc apple,apple,2
even begin apple win sxsw link mention,apple,2
even begin apple win sxsw link opening temporary store downtown austin support ipad launch genius,apple,2
even begin apple win sxsw past week there major dilemma link,,1
even begin apple win sxsw techcrunch link ipad,apple,2
even begin apple win sxsw link,apple,2
even begin apple win sxsw link,apple,2
even begin apple win sxsw link,apple,2
even begin apple win sxsw link mention mention,apple,2
even begin apple win sxsw link via mention mention mention,apple,2
even begin apple win sxsw link mention,apple,2
even begin apple win sxsw link via mention,apple,2
even begin apple winssxsw link gt gon na get sum via mention,apple,2
even begin apple win sxsw techcrunch link sxsw,apple,2
even begin apple win sxsw link ltlt win big sxsw,apple,2
even begin apple win sxsw link apple ipad pm sxsw,apple,2
even begin apple win sxsw link apple ipad sxsw tc,apple,2
even begin apple winssxsw link apple sxsw,apple,2
even begin apple win sxsw link tc apple ipad sxsw,apple,2
even begin apple winssxsw link via mention apple sxsw,apple,2
even begin apple win sxsw link via mention mention apple sxsw,apple,2
badgeless event free drink mention heading free googlesponsored happy hour semantic web austin mention fogo de cho sxsw,google,2
best swag ever thanks mention charging iphone thanks sxsw link,iphone,2
thanks everyone making great day shop today youre austin come see u tomorrow link sxsw,,1
thanks everyone came today good luck winning ipad stop tomorrow chance win sxsw,,1
timing everything ipad brand winner sxsw mention link pnid sxsw,ipad,2
hey sxsw exhibitor capture booth experience retrollect disc popular disc win ipad link,ipad,2
sq see facebook google competition via mention checkins sxsw,,1
sxsw fantastic schedule app iphone bummer still crackberry,ipad iphone app,2
photo far best sxsw accessory ipad followed closely margarita link,ipad,2
one fav photo sxsw far mention amp mention google sxsw link,google,2
watch fb big brother rtmention google launch major new social network called circle possibly today link sxsw,,1
think fell bit love google today thanks throwing nerd party speakeasy sxsw,google,2
way figure ipad good replacement making sxsw year,ipad,2
dslr film discussion moderated guy kawasaki apple fame packed house sxsw,,1
get sxsw film red carpet coverage mention cw austin star mandy dugan groupedin get app link,,1
need find better sxsw stream follow inane ipad tweet surely southby,ipad,0
mention find stupid stupid game ipad currently special sxsw sale link,,1
trying find apple pop store sxsw widfy,,1
first person queue new apple store austin may sxsw link,,1
technews flipboard add instagram photo social search apps link technews apple socialsearch sxsw tech,,1
il ceo di flipboard annuncia la versione iphone mention mention next platform flipboard iphone team started working sxsw,,1
google focusing bridging digitalphysical divide eg map streetview hotpot amp autonomous driving sxsw mention,google,2
hey sxsw folk please keep u posted google circle hope youre blast link,google product service,2
hey sxsw folk free lunch la condesa pepsi max lot map link,,1
apple follow customer sxsw forbes link alcoholic call enabling rest u call genius,apple,2
please rt follow next big college social network mention chance win ipad follower socialmedia sxsw,,1
gear list sxsw music iphone vzw blackberry sprint ipad jambox hp elitebook lacking good portable headphone suggestion,,1
preparing sxsw talk google doodle mention fun friday pm link,,1
good news austinbound apple fanboys link sxsw ipad,apple,2
saving ipad photo apple store sxsw link mention mention mention mention jerranalley tbalinas,,1
wish list tech ntn sxsw google apps help level playing field kid may software home,android app,2
designing ipad catch mention matt carlson amp mention matthew davis sxsw mon hilton link,,1
hitlantis ipad cool song explorer app hitlantiscom sxsw musicviz,ipad iphone app,2
searching temporary apple store sxsw,,1
thank rt mention public note quot step bulletproof ux strategyquot link sxsw rhjrux via mention,,1
queue forming austin sxsw popup apple store link guy front since apparently,,1
frankenstein amalgamation fragmented digital identity becoming antischizophrenic google ai sm scifi sxsw,,1
want free music free sxsw sampler album itunes download link open itunes link,,1
there free song sampler available download itunes artist playing sxsw check link music,,1
quotwin free ipad webdoccom sxsw rtquot,,1
grab free music sxsw showcasing artist mp torrent wild link sxsw,,1
hey sxsw friend anyone iphone charger mention borrow tonight lmk,,1
friend sxsw willing pick ipad pay premium dm sxsw atl link,ipad,2
good talk akqas mention ipad interface w callback design principle wish go beyond mediamarketing example fb sxsw,ipad,2
person front took picture new ipad sxsw,ipad,2
tessie frontwoman intimate stranger ink painful place get ink respect location link sxsw,,1
quotthe future local contextual discoveryquot google marissa mayer argues exceptionally valuable type search sxsw,,1
quotthe future touch user interface designquot wondering presentation microsoft employee mention ipad sxsw,,1
sxsw geek game compete gain vip status amp win big prize know link mashable geekgames sxsw cyber iphone,,1
mention gearing make splash mention launch quotgroupon living socialtypequot reward sxsw link boom,,1
zazzle gearing hit sxsw look tweet come create iphone case zazzlesxsw,,1
marketing genius apple open pop store outside sxsw link,apple,2
mention get look sxsws rumored apple quotpopupquot store austin link,,1
trying get google retro party maggie maes line huge hope worth wait sxsw sxsw,,1
mention get ready word quotcirclesquot trending sxswi sxsw google circle social,google product service,2
sxsw get soundcloud iphone app link start recording use sq geotagging map link,,1
get food dont forget snap photo win macbook air ipad apple tv sxsw,ipad,2
austin getting full sxsw underway tell iphone intermittent brick crowded,iphone,0
google give social networking another try quotcirclesquot via mention mention link sxsw,,1
atampt giving away amazing prizesiphone android kindle tabletsamazing happening sheratonsxsw,,1
zaarly giving away ipad sxsw person beta signup referral link craigslistkiller,,1
google giving free google lab laptop open source coder r attending meetup sxsw got cupcake,google,2
sxsw go app available blackberry window addition iphone ipad android link,ipad iphone app,2
need go sxsw mo old sitter know score applemartinlike babyheadphones,,1
go sxsw next year rt mention apple open temporary store sxsw link,,1
want go apple popup store im afraid ill leave new ipad sxsw,ipad,2
hey sxsw goer im droppin survival tip week help get rock best hangover cure tamale house link,,1
bomb go convention center apple going lose devastating share customer base sxsw,,1
omgim going sxsw macbook pro ipad iphone ipod galaxy tab techgeek,ipad,2
youre going sxsw want talk html cs catch mention google webmaster team,,1
going see mention tonight link sxsw,,1
mention good morning u enjoy sxsw ride anywhere austin dwnld groundlink applink booth,,1
queue google er bing talk spam ridiculous busiest ive seen sxsw,,1
haha google quotparty like quot party link sxsw,google,1
sxsw google authenticator app mobile device step ahead,google product service,2
mention google circle first real alternative facebook sxsw,google product service,2
google circle launch link quotmay good timing given twitter sxsw,,1
mention google doesnt place value domain extension equal sxsw qagb,,1
attending google keynote seeing google map mobile feature sxsw,,1
quotthe google name built getting thing trying outquot marissa mayer sxsw frm mention,,1
mention google let block site cant stand link sxsw blocking look like need,google,2
mention google set launch new social network circle today sxsw mention mention,,1
need google lonelyboy mention talk time sxsw enchantment,,1
mention google launch major new social network called circle possibly today updated happen sxsw link,,1
mention google launch major new social network called circle possibly today link sxsw,,1
mention google launch major new social network called circle possibly today link sxsw something keep watch,,1
mention google launch major new social network called circle possibly today link sxsw itll never beat myspace,google product service,0
mention google launch major new social network called circle possibly today link sxsw mention,,1
mention google launch major new social network called circle possibly today link sxsw mention bigger gaga,google product service,2
mention google launch major new social network called circle possibly today link sxsw fb,,1
mention google launch major new social network called circle possibly today link sxsw hnwsxsw,,1
mention google launch major new social network called circle possibly today link sxsw goog,,1
mention google launch major new social network called circle possibly today link sxsw dejavu,,1
mention google launch major new social network called circle possibly today link sxsw sta nije im dosta gbuzza,,1
mention google launch major new social network called circle possibly today link sxsw te dije wey mention,,1
mention google launch major new social network called circle possibly today link sxsw super interesting,google,2
